epoch,step,t_lambda_c,t_lambda_c_epoch,t_lambda_c_step,t_lambda_f,t_lambda_f_epoch,t_lambda_f_step,t_lambda_i,t_lambda_i_epoch,t_lambda_i_step,train_contorno,train_fisica,train_inicio,train_loss,train_loss_final,val_contorno,val_fisica,val_inicio,val_loss
15,255,1.1185983419418335,,,1.0176361799240112,,,0.8637655973434448,,,,,,,,6.1850092606619e-05,0.00038970832247287035,0.5177849531173706,0.4477105140686035
15,255,,1.1122571229934692,,,1.013826608657837,,,0.873916506767273,,4.238830297254026e-05,0.00033371636527590454,0.5082204937934875,0.44465574622154236,0.6658539772033691,,,,
16,271,1.1303571462631226,,,1.0248128175735474,,,0.8448299169540405,,,,,,,,2.7345333364792168e-05,0.00013664286234416068,0.5175209045410156,0.4373880922794342
16,271,,1.1241042613983154,,,1.0209882259368896,,,0.8549075126647949,,8.29529162729159e-05,0.00023046470596455038,0.5072678327560425,0.4340795576572418,0.6726602911949158,,,,
17,287,1.1421421766281128,,,1.0319762229919434,,,0.825881838798523,,,,,,,,2.5957097022910602e-05,0.0001827730447985232,0.5166952013969421,0.42694738507270813
17,287,,1.1358211040496826,,,1.028135061264038,,,0.8360439538955688,,4.397644806886092e-05,0.00018772244220599532,0.5119379162788391,0.4280707538127899,0.6442021131515503,,,,
18,299,,,1.1507829427719116,,,1.0371745824813843,,,0.8120424747467041,,,,,,,,,
18,303,1.1546183824539185,,,1.039476990699768,,,0.8059044480323792,,,,,,,,9.52733971644193e-05,0.00032451521838083863,0.5179839134216309,0.4178929030895233
18,303,,1.1480294466018677,,,1.0355181694030762,,,0.8164523839950562,,3.874640606227331e-05,0.00015415267262142152,0.5091258883476257,0.4159761965274811,0.626651406288147,,,,
19,319,1.1668320894241333,,,1.0468388795852661,,,0.7863288521766663,,,,,,,,0.0005208039656281471,0.0005712787969969213,0.5149701833724976,0.40614163875579834
19,319,,1.1603790521621704,,,1.042924404144287,,,0.7966964244842529,,0.00013411103282123804,0.00025328274932689965,0.5100454092025757,0.40675097703933716,0.6485585570335388,,,,
20,335,1.1789706945419312,,,1.0542880296707153,,,0.7667412161827087,,,,,,,,2.6984424039255828e-05,0.00012826679449062794,0.5175296664237976,0.39697837829589844
20,335,,1.1725050210952759,,,1.0503513813018799,,,0.7771435379981995,,0.00010922128421952948,0.00023811675782781094,0.5102421641349792,0.39695554971694946,0.6207050085067749,,,,
21,349,,,1.1891486644744873,,,1.060351848602295,,,0.750499427318573,,,,,,,,,
21,351,1.1915212869644165,,,1.0617581605911255,,,0.746720552444458,,,,,,,,4.565318158711307e-05,0.00015781733964104205,0.5177032947540283,0.38680166006088257
21,351,,1.1848491430282593,,,1.0577930212020874,,,0.7573577165603638,,3.245535117457621e-05,0.00018432788783684373,0.5098458528518677,0.38635799288749695,0.580207109451294,,,,
22,367,1.2042917013168335,,,1.0693224668502808,,,0.7263856530189514,,,,,,,,0.00013262225547805429,0.00025487449602223933,0.5181710124015808,0.376824289560318
22,367,,1.1975603103637695,,,1.0653407573699951,,,0.7370988130569458,,4.771673047798686e-05,0.0001707589253783226,0.5101237297058105,0.37641769647598267,0.5738288760185242,,,,
23,383,1.216342806816101,,,1.0766805410385132,,,0.7069766521453857,,,,,,,,3.383335206308402e-05,0.0001227107859449461,0.5176134705543518,0.36611390113830566
23,383,,1.2100204229354858,,,1.0727837085723877,,,0.7171957492828369,,0.0002381506492383778,0.00027953326934948564,0.5107075572013855,0.36687400937080383,0.6211280226707458,,,,
24,399,,,1.2280093431472778,,,1.0836355686187744,,,0.6883549690246582,,,,,,,,,
24,399,1.228758454322815,,,1.0840964317321777,,,0.6871452927589417,,,,,,,,8.025134775380138e-06,0.0001491146394982934,0.5169900059700012,0.35541874170303345
24,399,,1.2221969366073608,,,1.080178141593933,,,0.697624921798706,,8.968209294835106e-05,0.00023963394050952047,0.5094190239906311,0.35584431886672974,0.559110701084137,,,,
25,415,1.240967869758606,,,1.0914506912231445,,,0.6675811409950256,,,,,,,,2.888165727199521e-05,0.00013209550525061786,0.5166735053062439,0.345101535320282
25,415,,1.234507441520691,,,1.087557315826416,,,0.6779353022575378,,0.0001055560860550031,0.00021669479610864073,0.5072852969169617,0.34441059827804565,0.5585167407989502,,,,
26,431,1.2531760931015015,,,1.0986971855163574,,,0.6481266617774963,,,,,,,,0.0001407532108714804,0.00029715991695411503,0.5182213187217712,0.33637598156929016
26,431,,1.2466776371002197,,,1.0948436260223389,,,0.6584784388542175,,6.24327949481085e-05,0.00017043499974533916,0.5091086030006409,0.33553969860076904,0.5184267163276672,,,,
27,447,1.2652677297592163,,,1.10575532913208,,,0.6289768815040588,,,,,,,,0.00017348010442219675,0.00018208802794106305,0.5183494091033936,0.3264507055282593
27,447,,1.2588423490524292,,,1.1020197868347168,,,0.6391380429267883,,7.554624608019367e-05,0.00021590119285974652,0.512894868850708,0.32805177569389343,0.5167866945266724,,,,
28,449,,,1.266046404838562,,,1.1062148809432983,,,0.6277387738227844,,,,,,,,,
28,463,1.2777177095413208,,,1.1130095720291138,,,0.6092728972434998,,,,,,,,0.00013667054008692503,0.0002868362935259938,0.5182124376296997,0.31622666120529175
28,463,,1.2711564302444458,,,1.1091890335083008,,,0.6196545362472534,,5.921209594816901e-05,0.00019169622100889683,0.5091105699539185,0.31590768694877625,0.49017196893692017,,,,
29,479,1.289233684539795,,,1.1199569702148438,,,0.5908092856407166,,,,,,,,0.0004687452455982566,0.0002978771517518908,0.5191724300384521,0.30766981840133667
29,479,,1.2831791639328003,,,1.1162619590759277,,,0.6005587577819824,,0.0002453495399095118,0.0002889766183216125,0.5108678340911865,0.3074370324611664,0.548953652381897,,,,
30,495,1.3000823259353638,,,1.1267929077148438,,,0.5731245875358582,,,,,,,,0.00012939675070811063,0.0001670803176239133,0.5181974172592163,0.29734817147254944
30,495,,1.2944356203079224,,,1.123213768005371,,,0.582350492477417,,0.00024272479640785605,0.000277845305390656,0.5118347406387329,0.298721581697464,0.5387011170387268,,,,
31,499,,,1.3020076751708984,,,1.1280332803726196,,,0.5699592232704163,,,,,,,,,
31,511,1.3099799156188965,,,1.1332277059555054,,,0.5567923188209534,,,,,,,,0.0006829804042354226,0.00045116592082194984,0.5147007703781128,0.2879873812198639
31,511,,1.304808497428894,,,1.1298503875732422,,,0.5653411149978638,,0.0001821030891733244,0.0002310762065462768,0.510443389415741,0.28904786705970764,0.507670521736145,,,,
32,527,1.3198914527893066,,,1.1396218538284302,,,0.5404865145683289,,,,,,,,1.0368066796218045e-05,9.325191786047071e-05,0.5173707008361816,0.27975183725357056
32,527,,1.314492106437683,,,1.1362015008926392,,,0.5493064522743225,,0.0001734171819407493,0.00021223067597020417,0.5099994540214539,0.28063637018203735,0.4939914643764496,,,,
33,543,1.3308528661727905,,,1.1460117101669312,,,0.5231351852416992,,,,,,,,8.579399036534596e-06,8.759154297877103e-05,0.5173361301422119,0.2707485556602478
33,543,,1.32496178150177,,,1.142614722251892,,,0.5324234962463379,,2.632049290696159e-05,0.00010742917220341042,0.510049045085907,0.27162060141563416,0.4118715524673462,,,,
34,549,,,1.3344078063964844,,,1.148011565208435,,,0.5175807476043701,,,,,,,,,
34,559,1.3421480655670166,,,1.152381420135498,,,0.5054702162742615,,,,,,,,3.9946313336258754e-05,0.00013051032146904618,0.5177181959152222,0.26189514994621277
34,559,,1.3361730575561523,,,1.1490142345428467,,,0.514812707901001,,3.952581391786225e-05,0.0001232400391018018,0.5143240690231323,0.2649500072002411,0.4083012044429779,,,,
35,575,1.3532627820968628,,,1.1585267782211304,,,0.4882102608680725,,,,,,,,0.00029703998006880283,0.000411388638895005,0.5187730193138123,0.2541489005088806
35,575,,1.3474065065383911,,,1.1552932262420654,,,0.4973002076148987,,4.4847231038147584e-05,0.00013717134424950927,0.5108284950256348,0.254253625869751,0.40086519718170166,,,,
36,591,1.3614654541015625,,,1.16387939453125,,,0.4746550917625427,,,,,,,,5.599733049166389e-05,0.0001419798645656556,0.5164963603019714,0.24539907276630402
36,591,,1.3572850227355957,,,1.161067247390747,,,0.4816476106643677,,0.00020240784215275198,0.0002616190758999437,0.5083296895027161,0.24539336562156677,0.4615319073200226,,,,
37,599,,,1.364937424659729,,,1.1662373542785645,,,0.4688253104686737,,,,,,,,,
37,607,1.3696718215942383,,,1.1693434715270996,,,0.4609847366809845,,,,,,,,0.00024543324252590537,0.0002583044988568872,0.518639087677002,0.23972292244434357
37,607,,1.3652114868164062,,,1.1664122343063354,,,0.46837615966796875,,0.00014965582522563636,0.00019038272148463875,0.5068563222885132,0.23787517845630646,0.42961061000823975,,,,
38,623,1.3780336380004883,,,1.1746644973754883,,,0.4473016858100891,,,,,,,,7.317920972127467e-05,0.00012192690337542444,0.5163995027542114,0.23123043775558472
38,623,,1.3734734058380127,,,1.17183518409729,,,0.45469146966934204,,0.00010895590821746737,0.0001569802698213607,0.513037919998169,0.23352046310901642,0.40232378244400024,,,,
39,639,1.3857207298278809,,,1.179782748222351,,,0.4344966411590576,,,,,,,,6.9298798734962475e-06,0.00012210469867568463,0.5173237919807434,0.2249291092157364
39,639,,1.3820096254348755,,,1.1771552562713623,,,0.4408351480960846,,0.0001890141429612413,0.00021497900888789445,0.5073310732841492,0.22424544394016266,0.4306286573410034,,,,
40,649,,,1.390108346939087,,,1.1825480461120605,,,0.427343487739563,,,,,,,,,
40,655,1.3940396308898926,,,1.184775948524475,,,0.4211844801902771,,,,,,,,1.2756927390000783e-05,0.00012222645455040038,0.5169157385826111,0.21787944436073303
40,655,,1.3894193172454834,,,1.1820933818817139,,,0.42848721146583557,,4.282938607502729e-05,0.00010216543887509033,0.5086743235588074,0.21810659766197205,0.3476528227329254,,,,
41,671,1.4033889770507812,,,1.1898322105407715,,,0.40677884221076965,,,,,,,,7.375836867140606e-05,7.559618097729981e-05,0.5179692506790161,0.2108924239873886
41,671,,1.3983538150787354,,,1.1871622800827026,,,0.41448378562927246,,3.618943810579367e-05,0.00010304004536010325,0.5105281472206116,0.21167615056037903,0.3379238545894623,,,,
42,687,1.412967562675476,,,1.194806456565857,,,0.3922262489795685,,,,,,,,5.0104841648135334e-05,8.915751095628366e-05,0.5165541172027588,0.20278340578079224
42,687,,1.4079338312149048,,,1.1922111511230469,,,0.39985519647598267,,3.3408490708097816e-05,9.540071914670989e-05,0.5096402168273926,0.20405049622058868,0.3224373757839203,,,,
43,699,,,1.4193813800811768,,,1.1980793476104736,,,0.3825395703315735,,,,,,,,,
43,703,1.4221781492233276,,,1.1995099782943726,,,0.3783118426799774,,,,,,,,1.785255517461337e-05,8.292053826153278e-05,0.5168477296829224,0.1956544816493988
43,703,,1.417339563369751,,,1.1970375776290894,,,0.3856229782104492,,2.285839946125634e-05,9.956183203030378e-05,0.5127071738243103,0.19790606200695038,0.30519360303878784,,,,
44,719,1.4310154914855957,,,1.2040557861328125,,,0.3649286925792694,,,,,,,,7.254251158883562e-06,0.00013999358634464443,0.5173600912094116,0.18897849321365356
44,719,,1.426337480545044,,,1.2016395330429077,,,0.3720231056213379,,2.83632252831012e-05,9.630164277041331e-05,0.5101368427276611,0.18989227712154388,0.3027884066104889,,,,
45,735,1.4393566846847534,,,1.208464503288269,,,0.35217902064323425,,,,,,,,0.00012725759006571025,0.00024284792016260326,0.5182486772537231,0.18299295008182526
45,735,,1.4349255561828613,,,1.2061235904693604,,,0.35895082354545593,,3.800035483436659e-05,0.00012419457198120654,0.5119343996047974,0.18382909893989563,0.2983182966709137,,,,
46,749,,,1.4461514949798584,,,1.211949110031128,,,0.341899573802948,,,,,,,,,
46,751,1.4477263689041138,,,1.2126750946044922,,,0.33959847688674927,,,,,,,,4.097446071682498e-05,6.481423770310357e-05,0.5177731513977051,0.17597290873527527
46,751,,1.4432815313339233,,,1.2105002403259277,,,0.34621813893318176,,3.5332450352143496e-05,0.00013174096238799393,0.5064341425895691,0.1756017655134201,0.2890678346157074,,,,
47,767,1.4549481868743896,,,1.2164729833602905,,,0.32857897877693176,,,,,,,,7.664531585760415e-05,0.000156708323629573,0.5180026292800903,0.17050692439079285
47,767,,1.4512770175933838,,,1.214455485343933,,,0.3342675268650055,,9.31984613998793e-05,0.00013739100540988147,0.5080521106719971,0.1701124906539917,0.3101811707019806,,,,
48,783,1.4614996910095215,,,1.2202638387680054,,,0.3182365596294403,,,,,,,,4.6357930841622874e-05,0.0002315227029612288,0.5178213119506836,0.16513991355895996
48,783,,1.4579339027404785,,,1.2182377576828003,,,0.32382825016975403,,5.01033355249092e-05,0.0001303573080804199,0.5126417279243469,0.16621187329292297,0.2857270836830139,,,,
49,799,,,1.4682248830795288,,,1.2237282991409302,,,0.30804669857025146,,,,,,,,,
49,799,1.4686356782913208,,,1.2239446640014648,,,0.3074195086956024,,,,,,,,5.290893750498071e-05,0.0001973863400053233,0.5178630948066711,0.1595204919576645
49,799,,1.4649245738983154,,,1.2220079898834229,,,0.3130672872066498,,4.530090154730715e-05,0.00013061736535746604,0.5067778825759888,0.15896281599998474,0.2784818112850189,,,,
50,815,1.4748831987380981,,,1.2274104356765747,,,0.29770615696907043,,,,,,,,3.831375215668231e-05,8.196806447813287e-05,0.51775723695755,0.1542966514825821
50,815,,1.4716180562973022,,,1.2255804538726807,,,0.3028012216091156,,6.33577728876844e-05,0.00014014783664606512,0.5093064308166504,0.15447072684764862,0.2812865376472473,,,,
51,831,1.4802823066711426,,,1.2306870222091675,,,0.28903064131736755,,,,,,,,6.135585863376036e-06,5.986068572383374e-05,0.5173358917236328,0.14960867166519165
51,831,,1.477349877357483,,,1.2289557456970215,,,0.29369428753852844,,4.551170059130527e-05,9.498331201029941e-05,0.5105041861534119,0.15013976395130157,0.2604644298553467,,,,
52,847,1.4867085218429565,,,1.233912467956543,,,0.2793791592121124,,,,,,,,3.58711440640036e-05,0.00010131640010513365,0.5166785717010498,0.1445275843143463
52,847,,1.4832818508148193,,,1.2322086095809937,,,0.2845093905925751,,1.812811206036713e-05,8.184985199477524e-05,0.5074726939201355,0.14457601308822632,0.2281421273946762,,,,
53,849,,,1.4871042966842651,,,1.2341095209121704,,,0.2787860035896301,,,,,,,,,
53,863,1.492802381515503,,,1.2369941473007202,,,0.27020347118377686,,,,,,,,5.245347347226925e-05,5.7974284572992474e-05,0.5178692936897278,0.14008007943630219
53,863,,1.4896258115768433,,,1.2353659868240356,,,0.2750082314014435,,3.7950812838971615e-05,0.00010024470975622535,0.5105671286582947,0.1405380517244339,0.2446955442428589,,,,
54,879,1.496998906135559,,,1.2399712800979614,,,0.2630297839641571,,,,,,,,2.8785085305571556e-05,0.0001067642224370502,0.5176748633384705,0.13633935153484344
54,879,,1.4949650764465332,,,1.238410472869873,,,0.26662418246269226,,0.00011526345770107582,0.0001226893364218995,0.5106099247932434,0.13651037216186523,0.2982376515865326,,,,
55,895,1.50087308883667,,,1.2427247762680054,,,0.25640204548835754,,,,,,,,0.00014116127567831427,0.00024037408002186567,0.5183224081993103,0.1334095299243927
55,895,,1.498816967010498,,,1.2412821054458618,,,0.2599010765552521,,6.100456084823236e-05,0.0001208432368002832,0.5096900463104248,0.1327303647994995,0.2581866979598999,,,,
56,899,,,1.5014609098434448,,,1.2431867122650146,,,0.25535252690315247,,,,,,,,,
56,911,1.5044910907745361,,,1.2452894449234009,,,0.2502192556858063,,,,,,,,4.811691724171396e-06,7.14565030648373e-05,0.5171402096748352,0.12949466705322266
56,911,,1.5024608373641968,,,1.2439100742340088,,,0.253629207611084,,4.908424671157263e-05,0.00012152893032180145,0.5105953216552734,0.1297183334827423,0.23969940841197968,,,,
57,927,1.5092449188232422,,,1.247907280921936,,,0.24284768104553223,,,,,,,,0.000284966838080436,0.00027540154405869544,0.5188060998916626,0.12676462531089783
57,927,,1.506736397743225,,,1.2465204000473022,,,0.2467430830001831,,3.832529910141602e-05,0.00010501292126718909,0.511337161064148,0.12633104622364044,0.2252407968044281,,,,
58,943,1.5119702816009521,,,1.2504487037658691,,,0.23758088052272797,,,,,,,,6.106412911321968e-06,5.32797203049995e-05,0.5173586010932922,0.12299036234617233
58,943,,1.5106277465820312,,,1.2491111755371094,,,0.24026136100292206,,0.00010178805678151548,0.00015535556303802878,0.5048596858978271,0.12167409062385559,0.2840360403060913,,,,
59,949,,,1.5126676559448242,,,1.2512177228927612,,,0.23611436784267426,,,,,,,,,
59,959,1.5146844387054443,,,1.2529445886611938,,,0.23237118124961853,,,,,,,,4.13778343499871e-06,9.469914948567748e-05,0.5171670317649841,0.12029963731765747
59,959,,1.5131183862686157,,,1.251610279083252,,,0.23527149856090546,,6.61488957121037e-05,0.00010866985394386575,0.5089844465255737,0.11998748779296875,0.24531272053718567,,,,
60,975,1.5190612077713013,,,1.2553958892822266,,,0.2255430519580841,,,,,,,,1.243390124727739e-05,7.289004133781418e-05,0.5169573426246643,0.11670655012130737
60,975,,1.5166144371032715,,,1.2540968656539917,,,0.22928866744041443,,2.167778802686371e-05,7.235138764372095e-05,0.5100522041320801,0.11705881357192993,0.19756251573562622,,,,
61,991,1.5227932929992676,,,1.2577697038650513,,,0.2194366604089737,,,,,,,,3.7286623410182074e-05,6.385580491041765e-05,0.5177876353263855,0.11375869810581207
61,991,,1.5210115909576416,,,1.256516456604004,,,0.22247210144996643,,7.218340033432469e-05,9.994214633479714e-05,0.5117217302322388,0.11408400535583496,0.24720066785812378,,,,
62,999,,,1.5242326259613037,,,1.258786678314209,,,0.21698056161403656,,,,,,,,,
62,1007,1.5266621112823486,,,1.260058045387268,,,0.2132796347141266,,,,,,,,5.191934542381205e-05,4.1321265598526224e-05,0.5179023146629333,0.11058936268091202
62,1007,,1.5244507789611816,,,1.2588579654693604,,,0.21669124066829681,,1.769364098436199e-05,6.693012255709618e-05,0.5120014548301697,0.11105337738990784,0.18363797664642334,,,,
63,1023,1.531292200088501,,,1.2622299194335938,,,0.20647791028022766,,,,,,,,2.7123624022351578e-05,0.00010229024337604642,0.5167878270149231,0.10687591880559921
63,1023,,1.5288089513778687,,,1.2610843181610107,,,0.21010681986808777,,2.0781044440809637e-05,6.710243178531528e-05,0.5140300393104553,0.10808480530977249,0.18117161095142365,,,,
64,1039,1.5353710651397705,,,1.2642124891281128,,,0.20041629672050476,,,,,,,,4.548697324935347e-05,4.5515258534578606e-05,0.5178627967834473,0.1039154976606369
64,1039,,1.5332591533660889,,,1.2631603479385376,,,0.20358049869537354,,2.8887867301818915e-05,6.95505368639715e-05,0.511555552482605,0.10424402356147766,0.1887911707162857,,,,
65,1049,,,1.5372179746627808,,,1.2653312683105469,,,0.19745077192783356,,,,,,,,,
65,1055,1.5385085344314575,,,1.2661594152450562,,,0.19533182680606842,,,,,,,,0.0001621220726519823,0.00010517163900658488,0.516068160533905,0.10118713974952698
65,1055,,1.5369101762771606,,,1.2651447057724,,,0.19794507324695587,,4.797341171070002e-05,8.498165698256344e-05,0.5109894871711731,0.1013059988617897,0.21267257630825043,,,,
66,1071,1.540140986442566,,,1.2682074308395386,,,0.19165155291557312,,,,,,,,2.825548563123448e-06,3.753382043214515e-05,0.5172654390335083,0.09918666630983353
66,1071,,1.5393705368041992,,,1.2671104669570923,,,0.19351884722709656,,8.836005144985393e-05,0.00011221497697988525,0.5131301283836365,0.09957374632358551,0.25069621205329895,,,,
67,1087,1.5417977571487427,,,1.2702022790908813,,,0.1879999339580536,,,,,,,,1.829277607612312e-05,4.828123564948328e-05,0.5176331400871277,0.09740451723337173
67,1087,,1.5408504009246826,,,1.2691603899002075,,,0.18998906016349792,,5.066799349151552e-05,7.576111966045573e-05,0.5107533931732178,0.09719721227884293,0.20760683715343475,,,,
68,1099,,,1.5434337854385376,,,1.2715191841125488,,,0.18504704535007477,,,,,,,,,
68,1103,1.5439327955245972,,,1.2721203565597534,,,0.18394707143306732,,,,,,,,2.5472478228039108e-05,6.480285810539499e-05,0.5177146792411804,0.0953538566827774
68,1103,,1.5429449081420898,,,1.2710957527160645,,,0.18595951795578003,,7.155640923883766e-05,9.134809079114348e-05,0.5103204250335693,0.09514147788286209,0.22898142039775848,,,,
69,1119,1.5455149412155151,,,1.274065375328064,,,0.1804198920726776,,,,,,,,4.855530733038904e-06,5.2596060413634405e-05,0.5171383619308472,0.09337656199932098
69,1119,,1.5445926189422607,,,1.2730532884597778,,,0.1823539435863495,,3.9239628677023575e-05,7.321334851440042e-05,0.5135307312011719,0.09379962831735611,0.191764235496521,,,,
70,1135,1.5482758283615112,,,1.27581787109375,,,0.17590628564357758,,,,,,,,8.44180704007158e-06,7.257607649080455e-05,0.5174963474273682,0.09113652259111404
70,1135,,1.5467712879180908,,,1.2749028205871582,,,0.17832590639591217,,2.707965722947847e-05,5.695251820725389e-05,0.5083507299423218,0.09079635143280029,0.17055919766426086,,,,
71,1149,,,1.5502996444702148,,,1.277165412902832,,,0.17253504693508148,,,,,,,,,
71,1151,1.550653338432312,,,1.2774752378463745,,,0.17187176644802094,,,,,,,,4.44702936874819e-06,4.9274243792751804e-05,0.5171511769294739,0.08895352482795715
71,1151,,1.5494649410247803,,,1.276594638824463,,,0.17394043505191803,,4.3114632717333734e-05,8.376305777346715e-05,0.5091465711593628,0.08873128890991211,0.19210442900657654,,,,
72,1167,1.5520744323730469,,,1.2793070077896118,,,0.16861861944198608,,,,,,,,3.106289295828901e-05,0.00011777365580201149,0.5177783966064453,0.08750595152378082
72,1167,,1.5513442754745483,,,1.278340458869934,,,0.17031532526016235,,6.222198135219514e-05,8.527164027327672e-05,0.5100699663162231,0.08708854019641876,0.21097803115844727,,,,
73,1183,1.5545580387115479,,,1.2808705568313599,,,0.164571151137352,,,,,,,,8.117332072288264e-06,3.52231836586725e-05,0.5170637369155884,0.08515150845050812
73,1183,,1.5530903339385986,,,1.280044436454773,,,0.16686521470546722,,1.7349186236970127e-05,4.408317181514576e-05,0.5097321271896362,0.08514132350683212,0.15333493053913116,,,,
74,1199,,,1.55775785446167,,,1.2822188138961792,,,0.16002315282821655,,,,,,,,,
74,1199,1.5579663515090942,,,1.2822999954223633,,,0.1597333699464798,,,,,,,,1.0288865269103553e-05,4.4441698264563456e-05,0.5175422430038452,0.08274179697036743
