"Max Conc","Exp Time","Temp","Cell Viab","Adj Cell Viab","","a","b","c","d","","a","b","c","d","","a","b","c","d","","a","b","c","d","","a","b","c","d","","a","b","c","d","","a","b","c","d","","a","b","c","d","","a","b","c","d"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7","30","25.75","1.0274503838194","1.0274503838194","","0","300","0.5","3.0166666666667","","1","321","4.5","4.6333333333333","","3","363","4.5","4.65","","7","448","30","30.183333333333","","3","993","7","7.9166666666667","","1","1131","7","7.1666666666667","","0","1200","5","5.15","","0","300","5","5.1333333333333","","Media","Media","1440","1255"
"7","30","25.75","0.87560618971797","0.87560618971797","","0","300","0.5","3.0166666666667","","1","321","4.5","4.6333333333333","","3","363","4.5","4.65","","7","448","30","30.183333333333","","3","993","7","7.9166666666667","","1","1131","7","7.1666666666667","","0","1200","5","5.15","","0","300","5","5.1333333333333","","Media","Media","1440","1255"
"7","30","25.75","0.76993958536507","0.76993958536507","","0","300","0.5","3.0166666666667","","1","321","4.5","4.6333333333333","","3","363","4.5","4.65","","7","448","30","30.183333333333","","3","993","7","7.9166666666667","","1","1131","7","7.1666666666667","","0","1200","5","5.15","","0","300","5","5.1333333333333","","Media","Media","1440","1255"
"7","30","25.75","0.91662177450586","0.91662177450586","","0","300","0.5","3.0166666666667","","1","321","4.5","4.6333333333333","","3","363","4.5","4.65","","7","448","30","30.183333333333","","3","993","7","7.9166666666667","","1","1131","7","7.1666666666667","","0","1200","5","5.15","","0","300","5","5.1333333333333","","Media","Media","1440","1255"
"7","30","25.75","0.80445076591985","0.80445076591985","","0","300","0.5","3.0166666666667","","1","321","4.5","4.6333333333333","","3","363","4.5","4.65","","7","448","30","30.183333333333","","3","993","7","7.9166666666667","","1","1131","7","7.1666666666667","","0","1200","5","5.15","","0","300","5","5.1333333333333","","Media","Media","1440","1255"
"7","60","25.5","0.43713177737126","0.43713177737126","","0","300","0.5","2.6833333333333","","1","321","4.5","4.95","","3","363","4.5","4.6833333333333","","7","448","60","60.333333333333","","3","993","7","7.9833333333333","","1","1131","7","7.15","","0","1200","5","5.1833333333333","","0","300","5","5.15","","Media","Media","1440","1315"
"7","60","25.5","0.33197714718571","0.33197714718571","","0","300","0.5","2.6833333333333","","1","321","4.5","4.95","","3","363","4.5","4.6833333333333","","7","448","60","60.333333333333","","3","993","7","7.9833333333333","","1","1131","7","7.15","","0","1200","5","5.1833333333333","","0","300","5","5.15","","Media","Media","1440","1315"
"7","60","25.5","0.44920363971537","0.44920363971537","","0","300","0.5","2.6833333333333","","1","321","4.5","4.95","","3","363","4.5","4.6833333333333","","7","448","60","60.333333333333","","3","993","7","7.9833333333333","","1","1131","7","7.15","","0","1200","5","5.1833333333333","","0","300","5","5.15","","Media","Media","1440","1315"
"7","60","25.5","0.39480860812065","0.39480860812065","","0","300","0.5","2.6833333333333","","1","321","4.5","4.95","","3","363","4.5","4.6833333333333","","7","448","60","60.333333333333","","3","993","7","7.9833333333333","","1","1131","7","7.15","","0","1200","5","5.1833333333333","","0","300","5","5.15","","Media","Media","1440","1315"
"7","60","25.5","0.37737196147482","0.37737196147482","","0","300","0.5","2.6833333333333","","1","321","4.5","4.95","","3","363","4.5","4.6833333333333","","7","448","60","60.333333333333","","3","993","7","7.9833333333333","","1","1131","7","7.15","","0","1200","5","5.1833333333333","","0","300","5","5.15","","Media","Media","1440","1315"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gly + DMSO + EG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","1","","","","","2","","","","","3","","","","","4","","","","","5","","","","","6","","","","","7","","","","","8","","","","","9","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Max Conc","Exp Time","Temp","Cell Viab","Adj Cell Viab","","a","b","c","d","","a","b","c","d","","a","b","c","d","","a","b","c","d","","a","b","c","d","","a","b","c","d","","a","b","c","d","","a","b","c","d","","a","b","c","d"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7","5","25.75","0.85833108368225","0.85833108368225","","0","300","0.5","2.5666666666667","","1","319","4.5","4.6333333333333","","3","358","4.5","4.7","","7","436","5","5.3","","3","988","7","8.1833333333333","","1","1129","7","7.2","","0","1200","5","5.2","","0","300","5","5.15","","Media","Media","1440","1410"
"7","5","25.75","0.9320026724199","0.9320026724199","","0","300","0.5","2.5666666666667","","1","319","4.5","4.6333333333333","","3","358","4.5","4.7","","7","436","5","5.3","","3","988","7","8.1833333333333","","1","1129","7","7.2","","0","1200","5","5.2","","0","300","5","5.15","","Media","Media","1440","1410"
