Gly (mol/L),DMSO (mol/L),PG (mol/L),EG (mol/L),FA (mol/L),Exp Time (min),Temp (°C),Cell Viab (%)
2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,10,25.2,0.98753903935332
2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,10,25.2,0.89218483295052
2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,10,25.2,0.98558386661782
2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,10,25.2,0.84304314685466
2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,30,25.75,0.63830936079815
2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,30,25.75,0.62076536393007
2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,30,25.75,0.71906676738493
2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,30,25.75,0.75189713661963
2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,30,25.75,0.56533790894133
2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,60,25.5,0.32016923198276
2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,60,25.5,0.46609440257809
2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,60,25.5,0.046286604630271
2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,60,25.5,0.35867511629826
2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,60,25.5,0.32266639981856
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,5,25.75,0.94961110127412
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,5,25.75,0.92400094811998
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,5,25.75,0.92820119608163
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,5,25.75,1.0016996842374
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,5,25.75,1.1522136579706
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,10,25.2,1.0121803260213
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,10,25.2,0.7396108790099
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,10,25.2,1.3123902787955
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,10,25.2,1.0219443282314
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,10,25.2,0.80832934572454
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,30,25.75,0.94325236668847
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,30,25.75,0.92704939736357
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,30,25.75,0.87759977661004
